datetime,nat_demand,T2M_toc,QV2M_toc,TQL_toc,W2M_toc,T2M_san,QV2M_san,TQL_san,W2M_san,T2M_dav,QV2M_dav,TQL_dav,W2M_dav,Holiday_ID,holiday,school
2015-02-15,777.7424,25.73043213,0.01794519,0.12640381,28.77523235,25.10543213,0.016297242,0.10293579,15.94698041,22.23043213,0.015641114,0.15570068,6.650218688,4,1,0
2015-02-16,855.1763,26.02446899,0.016390257,0.032928467,27.55527408,25.12603149,0.016283445,0.0541687,14.43859869,23.24321899,0.015665464,0.15997314,6.664405267,5,1,0
2015-02-17,848.9863,25.68413696,0.01662106,0.011165619,22.34940852,24.42632446,0.015942045,0.006759644,11.02735172,22.05913696,0.01524014,0.04866028,5.382029195,6,1,0
2015-02-18,819.676,25.89043579,0.017783914,0.015419006,13.91640518,24.24981079,0.015739236,0.01839447,4.544274933,22.07793579,0.015067849,0.031311035,3.649011295,7,1,0
2015-02-19,915.9275,25.75280151,0.01649026,0.06542969,21.92928181,24.21373901,0.015338221,0.04171753,6.358116187,22.61998901,0.015570917,0.11288452,4.760403395,0,0,0
2015-02-20,917.9281,25.16384277,0.016800195,0.034820557,14.04879953,23.96853027,0.016197473,0.093322754,6.783509581,22.05446777,0.015583306,0.12841797,4.389546079,0,0,0
2015-02-21,922.6756,25.33345947,0.015846575,0.032485962,18.78524076,23.35689697,0.015739763,0.06542969,8.865383356,21.93502197,0.015056933,0.11431885,4.496288008,0,0,0
2015-02-22,891.9459,25.60933838,0.016080966,0.012058258,25.01148656,24.53121338,0.016225925,0.02658081,11.10859898,22.11715088,0.015272251,0.11053467,5.632135489,0,0,0
2015-02-23,938.2059,25.80697021,0.017111255,0.029212952,27.09527927,25.18197021,0.016447498,0.026763916,12.29743212,22.38509521,0.015257313,0.12231445,5.133328982,0,0,0
2015-02-24,927.9999,25.57616577,0.01667175,0.015945435,19.46404565,23.66991577,0.015634153,0.025177002,7.200346748,21.95116577,0.014783476,0.09625244,5.461783115,0,0,0
2015-02-25,910.7023,25.59215698,0.016121093,0.021980286,19.75050152,23.94371948,0.015670959,0.051376343,4.138365707,21.80309448,0.014579956,0.08258057,3.510530684,0,0,0
2015-02-26,917.2635,24.8973938,0.016396584,0.002911568,12.31062496,24.6864563,0.015397133,0.01965332,4.29165791,22.4833313,0.015847268,0.14123535,2.822892679,0,0,0
2015-02-27,946.4399,25.76763306,0.017277932,0.014705658,18.44441287,24.75200806,0.015309548,0.023666382,4.937324838,22.65825806,0.015301919,0.038528442,3.509708498,0,0,0
2015-02-28,965.3089,25.98513184,0.017352706,0.031196594,18.75910421,24.73513184,0.016460067,0.02758789,6.8625439,22.39919434,0.015811568,0.09396362,3.897727554,0,0,0
2015-03-01,959.3752,26.13735352,0.017532412,0.050048828,26.30124473,25.52797852,0.017639223,0.12387085,10.32829955,22.72329102,0.016586367,0.15350342,3.437633018,0,0,0
2015-03-02,909.9694,25.8177124,0.016328765,0.028923035,25.93155695,24.6770874,0.015146209,0.061843872,12.4580025,22.2161499,0.014444305,0.05079651,6.002080318,0,0,1
2015-03-03,914.746,25.57937012,0.015364626,0.017036438,28.64632903,24.92312012,0.01611612,0.03187561,13.6697853,22.94655762,0.015009859,0.08401489,5.892084978,0,0,1
2015-03-04,894.2492,25.29473267,0.015367975,0.010715485,26.54317084,23.90410767,0.014688959,0.019309998,12.76830909,21.75567017,0.014204493,0.0652771,6.512358923,0,0,1
2015-03-05,930.5253,25.83568726,0.016858388,0.04005432,23.03435676,24.53881226,0.01620226,0.023239136,11.65309312,22.13256226,0.0152524,0.07751465,5.882123137,0,0,1
2015-03-06,975.4831,26.17827759,0.0171631,0.03025055,23.90971057,24.67827759,0.016064467,0.039474487,7.184486126,22.67827759,0.015358748,0.068603516,4.359770313,0,0,1
2015-03-07,988.1577,25.90938721,0.01588096,0.02533722,25.77679361,24.68282471,0.016407387,0.040237427,13.08539475,22.55782471,0.016041176,0.10852051,6.989161089,0,0,1
2015-03-08,943.3611,25.26525269,0.016109088,0.023078918,30.00356558,24.57775269,0.0151516,0.009883881,18.06919143,22.44494019,0.015426259,0.11264038,8.845326124,0,0,1
2015-03-09,883.7726,25.47753296,0.015453515,0.036209106,28.66002188,25.22753296,0.015991388,0.074523926,16.50801092,22.39940796,0.01532763,0.096588135,7.761947479,0,0,1
2015-03-10,923.6083,25.63265381,0.016248733,0.013050079,21.95353193,25.60140381,0.015920669,0.055892944,12.9648209,23.01546631,0.015253096,0.1739502,5.370729079,0,0,1
2015-03-11,962.8839,25.9480835,0.017063204,0.021514893,22.60365674,26.034021,0.016880099,0.027320862,10.33142539,22.971521,0.016140047,0.091156006,4.328637105,0,0,1
2015-03-12,956.0346,25.67952881,0.017365243,0.023117065,25.33276337,25.91390381,0.017311838,0.028373718,11.52458661,23.24984131,0.016480234,0.11532593,4.423252336,0,0,1
2015-03-13,955.0175,25.82225952,0.016793301,0.031570435,23.00603081,25.58788452,0.01642709,0.006196976,11.65790315,22.40819702,0.015763333,0.07598877,5.928212688,0,0,1
2015-03-14,956.1678,25.59609375,0.015486853,0.035751343,22.24581051,25.06484375,0.014929907,0.007930756,11.15276608,22.23671875,0.014735358,0.037719727,5.884155976,0,0,1
2015-03-15,940.5959,25.27169189,0.016188065,0.022460938,23.65601654,24.77169189,0.015699783,0.00838089,10.61450155,22.13106689,0.014765183,0.075927734,5.087682727,0,0,1
2015-03-16,923.5317,25.27611694,0.016209356,0.022354126,25.05488636,25.26049194,0.01590418,0.037384033,11.40811212,22.61986694,0.015995733,0.14453125,4.67170032,0,0,1
2015-03-17,964.6423,25.38677368,0.014614995,0.019371033,22.87545842,24.43364868,0.015076573,0.051742554,12.60152426,22.23833618,0.014473851,0.054718018,6.720506626,0,0,1
2015-03-18,902.2231,25.19698486,0.014950811,0.025741577,21.80014088,23.80635986,0.013966619,0.008514404,11.16973097,21.18917236,0.01351267,0.028518677,6.42131625,0,0,1
2015-03-19,916.4458,25.02959595,0.015797036,0.105895996,14.8681139,23.57647095,0.015144723,0.008693695,7.163757326,22.02959595,0.014404671,0.03918457,3.250119495,0,0,1
2015-03-20,915.3764,25.17992554,0.015606092,0.02053833,15.24329757,23.69555054,0.013065504,0.002338409,4.670539072,21.71117554,0.013778852,0.06906128,4.162540271,0,0,1
2015-03-21,913.1382,25.48290405,0.016011022,0.07611084,13.64143321,24.63915405,0.013645911,0.010734558,3.597896319,22.35009155,0.014618658,0.06716919,2.980349711,0,0,1
2015-03-22,903.6511,24.96584473,0.014785003,0.005331039,17.69970098,24.05959473,0.015120696,0.010421753,7.419746344,22.20021973,0.013899993,0.040115356,4.695550369,0,0,1
2015-03-23,887.6003,24.79488525,0.014795527,0.010082245,18.6988985,24.24801025,0.014181361,0.02015686,6.980168747,22.45113525,0.014482722,0.065093994,3.43958386,0,0,1
2015-03-24,895.662,25.11904297,0.01504441,0.009521484,18.29096339,24.88466797,0.013854224,0.003992081,5.200152201,22.44716797,0.014994819,0.06414795,3.571027676,0,0,1
2015-03-25,918.6665,25.44307861,0.01563593,0.024490356,22.28821962,23.89620361,0.014487706,0.004877091,7.719637282,22.23995361,0.014216863,0.028015137,4.396026367,0,0,1
2015-03-26,877.8648,25.62108765,0.015070207,0.033477783,19.70495926,24.46483765,0.013960131,0.009346008,5.744067842,22.30858765,0.014551409,0.028411865,3.193108984,0,0,1
2015-03-27,910.5847,25.94783936,0.015174913,0.000332356,14.48231582,25.15096436,0.014007616,0.00234127,5.678721494,22.21346436,0.01496892,0.033493042,2.836721492,0,0,1
2015-03-28,952.1359,26.16552124,0.016092956,0.020843506,19.16472021,25.94677124,0.014006318,0.007352829,5.858190701,22.85302124,0.015398682,0.029022217,3.155717511,0,0,1
2015-03-29,941.4762,26.11321411,0.01677927,0.0743103,20.79068575,25.83196411,0.015489901,0.04988098,5.405493231,22.70696411,0.015421237,0.05154419,3.388016814,0,0,1
2015-03-30,926.1955,25.92223511,0.016504034,0.06555176,17.96255329,25.59411011,0.014955268,0.05683899,6.169511705,22.70348511,0.015447364,0.10324097,2.658860209,0,0,1
2015-03-31,932.1806,25.95971069,0.016396925,0.024932861,17.936337,25.91283569,0.015908644,0.100982666,7.328308296,23.14721069,0.01645033,0.19110107,2.114586245,0,0,1
2015-04-01,929.5181,25.5699707,0.015663974,0.022094727,20.7171113,24.4918457,0.015377873,0.003630638,8.634715677,22.5699707,0.014870518,0.04876709,5.141111154,0,0,1
2015-04-02,934.6032,26.10872803,0.01621331,0.022514343,19.90336932,23.95247803,0.014561547,0.003338814,8.204780358,22.37435303,0.014138116,0.008144379,4.586332743,8,1,1
2015-04-03,904.4957,26.00838623,0.016289948,0.04196167,22.21270586,25.18026123,0.015977142,0.07003784,10.02182324,22.86776123,0.015053986,0.084869385,4.147003257,9,1,1
2015-04-04,903.948,25.9276062,0.016343888,0.04386902,24.59631953,25.1932312,0.015962418,0.06713867,11.51347757,22.7088562,0.01488286,0.10592651,4.96476069,10,1,1
2015-04-05,892.0855,26.18615112,0.015832772,0.023712158,25.70188779,25.27990112,0.015901437,0.037109375,11.47915897,23.29552612,0.015272013,0.10180664,5.016441173,11,1,1
2015-04-06,888.349,25.75063477,0.015512103,0.021942139,25.94934229,24.95375977,0.015180225,0.003290176,13.31306194,22.46938477,0.014848346,0.055419922,6.611780334,0,0,1
2015-04-07,964.0799,25.88710938,0.016663924,0.027183533,25.55892935,25.19960938,0.01569499,0.022666931,14.95566957,22.66835938,0.014848127,0.06640625,7.871889078,0,0,1
2015-04-08,947.9388,26.10524902,0.016580643,0.02746582,26.62168306,25.55837402,0.015840592,0.063964844,14.57835457,22.63649902,0.014635148,0.0718689,6.65941112,0,0,1
2015-04-09,966.433,26.1557251,0.017510762,0.046554565,22.13760673,25.7807251,0.016312947,0.01651001,13.72940103,22.9213501,0.015694967,0.108306885,5.761472817,0,0,1
2015-04-10,906.8377,26.28066406,0.01747232,0.039382935,25.98149915,26.07753906,0.01657968,0.053619385,11.27956656,23.24941406,0.01606851,0.11871338,5.314815496,0,0,1
2015-04-11,977.9724,26.60564575,0.017701032,0.030654907,24.04614822,26.41814575,0.017189862,0.06427002,11.30383166,24.07439575,0.016251447,0.12484741,4.236866011,0,0,1
2015-04-12,969.4673,26.74556885,0.018204676,0.033935547,19.51466848,27.15181885,0.016427027,0.06442261,8.851866936,23.58931885,0.01651858,0.113464355,3.791556537,0,0,1
2015-04-13,939.8367,26.89394531,0.018434744,0.037719727,18.12310246,27.64394531,0.016382437,0.06893921,4.427673929,23.51894531,0.017030936,0.13134766,2.661522302,0,0,1
2015-04-14,959.629,26.71047363,0.018098144,0.044815063,15.51212314,26.69484863,0.018227844,0.107543945,3.277210064,23.47609863,0.017319946,0.14556885,2.460280273,0,0,1
2015-04-15,951.0065,26.07772217,0.018656524,0.07543945,14.11628071,26.67147217,0.019114288,0.122528076,2.571510419,23.59334717,0.017771514,0.1531372,2.110759464,0,0,1
2015-04-16,951.2629,26.03737793,0.019053841,0.13977051,15.02581251,25.50612793,0.019023323,0.1706543,3.717732297,23.42800293,0.017619515,0.20648193,2.674920525,0,0,1
2015-04-17,926.3729,25.95760498,0.018412326,0.037139893,14.92316846,25.37947998,0.018183444,0.044631958,5.037250878,23.53572998,0.016909335,0.13293457,2.180394852,0,0,1
2015-04-18,953.6884,26.23369751,0.018846128,0.07766724,14.81970926,25.38994751,0.018731687,0.052246094,4.425514392,23.07744751,0.017083738,0.13031006,2.779610737,0,0,1
2015-04-19,967.5801,26.43001709,0.018861396,0.044418335,13.83656658,25.14876709,0.018396003,0.041793823,4.786199848,23.35189209,0.017289741,0.121917725,2.254405239,0,0,1
2015-04-20,949.8466,26.56841431,0.018990481,0.046173096,17.47282319,26.09966431,0.017914737,0.09832764,5.773387109,23.50591431,0.017601931,0.13903809,3.041362468,0,0,1
2015-04-21,965.7592,26.30373535,0.018891143,0.07040405,11.76599121,25.99123535,0.017823027,0.10610962,3.453061255,23.56936035,0.016922759,0.10128784,3.162251313,0,0,1
2015-04-22,962.1931,26.45800171,0.019150812,0.16625977,12.3856282,26.73925171,0.018723566,0.15808105,2.336869086,23.98925171,0.018082697,0.21490479,3.232259201,0,0,1
2015-04-23,965.0521,26.58193359,0.01850305,0.034805298,21.86220628,25.84755859,0.01799951,0.033294678,7.238297082,23.41005859,0.017175535,0.09161377,3.837575235,0,0,1
2015-04-24,979.5638,26.17028198,0.017098363,0.02003479,23.19898685,25.23278198,0.0162515,0.003570557,9.188109646,22.87340698,0.015145239,0.018836975,4.776280143,0,0,1
2015-04-25,981.6123,26.23903809,0.01732009,0.014911652,18.88305777,24.89528809,0.01570266,0.000928402,6.417028816,22.75466309,0.015801841,0.021018982,4.115014283,0,0,1
2015-04-26,931.5379,26.2262207,0.017726338,0.032440186,16.28047106,25.2262207,0.015765583,0.003868103,4.894884807,22.6637207,0.015597736,0.014431,2.822711245,0,0,1
2015-04-27,951.9486,26.70394287,0.019304099,0.061401367,14.67916624,26.43831787,0.018190207,0.023292542,2.506408561,23.89144287,0.017930808,0.042877197,2.942085734,0,0,1
2015-04-28,964.9976,27.29946289,0.02037144,0.18603516,13.52008546,27.42446289,0.019585613,0.047210693,4.178897829,24.89321289,0.019158367,0.058380127,3.456508323,0,0,1
2015-04-29,992.3169,27.66567383,0.019654386,0.062423706,7.089764479,26.82192383,0.019181363,0.041748047,8.350938176,24.19692383,0.01796066,0.019950867,4.358116707,0,0,1
2015-04-30,957.281,27.41604004,0.019959236,0.107055664,7.916533367,26.54104004,0.019737983,0.18475342,10.70602193,24.40041504,0.018669868,0.29406738,5.322468739,0,0,1
2015-05-01,920.0867,27.15117798,0.019180719,0.09402466,5.644585015,25.74492798,0.018867914,0.061569214,5.120681599,23.57305298,0.018104974,0.08834839,4.276147989,12,1,1
2015-05-02,898.3206,26.58443604,0.019440362,0.06542969,12.60336853,25.91256104,0.017487237,0.051223755,2.884524519,23.63131104,0.01732702,0.102264404,3.410593636,0,0,1
2015-05-03,940.8735,26.86480103,0.01905204,0.07650757,20.24594503,25.92730103,0.017266762,0.0317688,4.88850548,23.72417603,0.016732704,0.05117798,3.287164835,0,0,1
2015-05-04,889.4607,26.60289917,0.017022397,0.038131714,15.11514585,25.85289917,0.016968992,0.05958557,3.045163723,23.74352417,0.017030027,0.15509033,0.889228539,0,0,1
2015-05-05,957.9205,27.00441895,0.018555958,0.090789795,16.78885016,26.19191895,0.015794117,0.036392212,7.096068952,23.42629395,0.015618641,0.09729004,3.951105427,0,0,1
2015-05-06,968.6789,26.96499023,0.018594205,0.023841858,18.58148066,27.04311523,0.017213285,0.014884949,3.112992636,24.16811523,0.017716825,0.055618286,2.936405394,0,0,1
2015-05-07,980.6541,27.29400024,0.01925796,0.06211853,11.21726806,27.02837524,0.01749557,0.053512573,2.373239738,24.20025024,0.0178923,0.08621216,2.130336493,0,0,1
2015-05-08,1002.1209,27.28026733,0.019608352,0.06311035,18.11005555,27.74901733,0.018807266,0.10568237,1.931413532,24.21776733,0.018555496,0.18725586,1.830630701,0,0,1
2015-05-09,1009.27,27.33144531,0.020012569,0.058029175,17.68184634,27.06582031,0.01835699,0.06854248,4.892657717,24.11269531,0.018067073,0.11639404,3.321992525,0,0,1
2015-05-10,992.6135,27.67443237,0.019638557,0.040725708,16.04476712,27.26818237,0.018150825,0.0763855,3.931182895,24.17443237,0.018364448,0.13745117,2.218695294,0,0,1
2015-05-11,985.075,27.37154541,0.020119287,0.061538696,17.55322306,27.32467041,0.018784143,0.07171631,6.608420991,24.60592041,0.018395044,0.13763428,2.681432491,0,0,1
2015-05-12,991.5059,27.52697144,0.02060745,0.06210327,18.15145276,26.99572144,0.018608548,0.021339417,9.206511043,24.58947144,0.01819656,0.086364746,4.262978365,0,0,1
2015-05-13,1022.7107,27.3880249,0.01908161,0.039398193,26.38778383,27.1067749,0.018272894,0.052749634,10.02891789,24.1380249,0.017784612,0.10412598,3.196685217,0,0,1
2015-05-14,1007.8652,27.44405518,0.019516805,0.042663574,21.46328537,27.16280518,0.018044332,0.08526611,7.880479095,23.81905518,0.01781545,0.18255615,2.623766429,0,0,1
2015-05-15,1007.5718,27.39467773,0.019943805,0.10531616,16.05161766,26.17592773,0.019165607,0.08013916,4.000404917,23.50405273,0.017548176,0.12149048,2.646787903,0,0,1
2015-05-16,999.8904,26.62398682,0.019890482,0.1472168,9.777912258,25.34273682,0.018669778,0.1986084,4.933320433,23.01461182,0.017052347,0.04801941,3.994668645,0,0,1
2015-05-17,932.214,26.33956299,0.018768752,0.15142822,18.90269931,25.15206299,0.017723525,0.09890747,5.221986407,22.65206299,0.014843429,0.11541748,3.839294695,0,0,1
2015-05-18,876.8744,26.42250977,0.019157633,0.07366943,14.94343773,25.42250977,0.018234476,0.0743103,6.679010245,23.64125977,0.016868815,0.13916016,3.02757243,0,0,1
2015-05-19,1018.3181,26.54281006,0.019645933,0.06414795,18.2951686,26.38656006,0.018379454,0.079956055,8.824923598,24.12093506,0.017341856,0.14337158,3.006069714,0,0,1
2015-05-20,972.839,26.7043396,0.019737616,0.09979248,14.97796538,25.9855896,0.018844977,0.12414551,3.910183479,23.5168396,0.017845526,0.15216064,2.936670555,0,0,1
2015-05-21,931.6202,26.79787598,0.019699624,0.08267212,15.2163991,25.73537598,0.018547585,0.081207275,3.799041537,23.75100098,0.018135598,0.18835449,4.081103859,0,0,1
2015-05-22,917.6487,26.37764893,0.019524718,0.10391235,8.35144322,25.33077393,0.01811328,0.02910614,4.693421754,23.59639893,0.017838622,0.061904907,2.2593478,0,0,1
2015-05-23,988.3766,27.16280518,0.019989872,0.11193848,16.53292397,26.39718018,0.019120121,0.10733032,4.295352873,24.45968018,0.018105412,0.13952637,0.694586909,0,0,1
2015-05-24,1006.2694,26.83031616,0.020142727,0.12237549,17.22572949,26.17406616,0.020310573,0.14251709,3.902639875,24.25219116,0.01908224,0.17919922,2.999328843,0,0,1
2015-05-25,898.9679,26.59267578,0.020134658,0.0635376,13.24857252,25.35830078,0.019333571,0.11993408,2.794991523,23.60830078,0.018196791,0.22491455,0.967412313,0,0,1
2015-05-26,968.1255,26.35488281,0.019730214,0.1585083,9.065087976,25.49550781,0.019386891,0.09628296,2.738251288,23.63613281,0.017914418,0.14691162,3.136868613,0,0,1
2015-05-27,993.3766,26.35018311,0.019409725,0.14801025,14.39867943,25.31893311,0.019295285,0.12478638,3.328435027,23.25643311,0.01796014,0.2456665,3.14162737,0,0,1
2015-05-28,981.4301,26.06859741,0.018471068,0.14398193,14.6825885,24.14672241,0.01768524,0.13275146,4.586062574,22.55297241,0.016395872,0.10192871,2.135585208,0,0,1
2015-05-29,1015.6636,25.55800781,0.017898899,0.06600952,10.21675527,23.62050781,0.016914707,0.049682617,5.161246126,22.29238281,0.015678745,0.07800293,1.664565371,0,0,1
2015-05-30,957.3763,25.83846436,0.018463485,0.05278015,9.886665103,24.60408936,0.017708175,0.04269409,3.749059475,22.91658936,0.016647689,0.088134766,2.444743576,0,0,0
2015-05-31,940.4797,26.45134888,0.019425279,0.075164795,9.007904625,25.27947388,0.01903618,0.09790039,3.369759114,23.29509888,0.017594224,0.1729126,3.032420807,0,0,0
2015-06-01,766.4758,26.54937134,0.019364214,0.037719727,10.21250275,25.53374634,0.018875932,0.050201416,2.699105925,23.53374634,0.017784929,0.11279297,2.488179868,0,0,0
2015-06-02,1007.0886,26.77175293,0.020264558,0.08123779,5.809339479,25.84987793,0.019974642,0.091918945,4.751693311,23.99050293,0.018837862,0.13079834,3.748613979,0,0,0
2015-06-03,1016.224,26.50444946,0.019845413,0.0680542,5.421797627,25.92632446,0.020371841,0.078552246,5.623260046,24.11382446,0.01924269,0.16436768,4.360700246,0,0,0
2015-06-04,988.1638,26.71807251,0.02021143,0.13439941,5.420751182,25.40557251,0.019753667,0.14630127,4.727397093,23.92119751,0.019150944,0.16644287,3.530403946,0,0,0
